Name:,Hui Sun
Email:,suh960@psu.edu
Direct Fetched:,T
Hand Fetched:,T
Comment:,Data originally fetched by Hui; heavily edited and re-uploaded by Adam in Jan2022; additional bugfixing in Nov 2024

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
90,Ir88W4Al8,FCC+L12,AAM+H+AT,homogenized at 1900*C for 1h followed by aging at 1300*C for 72h,hardness,EXP,None,298,4938775523.374544,None,None,F11,10.1016/j.intermet.2014.07.021
91,Ir88W4Al8,FCC+L12,AAM+H+AT,homogenized at 1900*C for 1h followed by aging at 1300*C for 72h,hardness,EXP,None,473,4559037054.71666,None,None,F11,10.1016/j.intermet.2014.07.021
92,Ir88W4Al8,FCC+L12,AAM+H+AT,homogenized at 1900*C for 1h followed by aging at 1300*C for 72h,hardness,EXP,None,673,3944188036.7041183,None,None,F11,10.1016/j.intermet.2014.07.021
93,Ir88W4Al8,FCC+L12,AAM+H+AT,homogenized at 1900*C for 1h followed by aging at 1300*C for 72h,hardness,EXP,None,873,3547017757.0093436,None,None,F11,10.1016/j.intermet.2014.07.021
94,Ir88W4Al8,FCC+L12,AAM+H+AT,homogenized at 1900*C for 1h followed by aging at 1300*C for 72h,hardness,EXP,None,1073,3304507783.0900407,None,None,F11,10.1016/j.intermet.2014.07.021
95,Ir88W4Al8,FCC+L12,AAM+H+AT,homogenized at 1900*C for 1h followed by aging at 1300*C for 72h,hardness,EXP,None,1273,3073460751.058822,None,None,F11,10.1016/j.intermet.2014.07.021
96,Ir80W10Al10,FCC+L12,AAM+H+AT,homogenized at 1900*C for 1h followed by aging at 1300*C for 72h,hardness,EXP,None,298,6410977367.131774,None,None,F11,10.1016/j.intermet.2014.07.021
97,Ir80W10Al10,FCC+L12,AAM+H+AT,homogenized at 1900*C for 1h followed by aging at 1300*C for 72h,hardness,EXP,None,373,6083756314.321498,None,None,F11,10.1016/j.intermet.2014.07.021
98,Ir80W10Al10,FCC+L12,AAM+H+AT,homogenized at 1900*C for 1h followed by aging at 1300*C for 72h,hardness,EXP,None,473,5836473711.557995,None,None,F11,10.1016/j.intermet.2014.07.021
99,Ir80W10Al10,FCC+L12,AAM+H+AT,homogenized at 1900*C for 1h followed by aging at 1300*C for 72h,hardness,EXP,None,573,5520456620.776033,None,None,F11,10.1016/j.intermet.2014.07.021
100,Ir80W10Al10,FCC+L12,AAM+H+AT,homogenized at 1900*C for 1h followed by aging at 1300*C for 72h,hardness,EXP,None,673,5336192450.554807,None,None,F11,10.1016/j.intermet.2014.07.021
101,Ir80W10Al10,FCC+L12,AAM+H+AT,homogenized at 1900*C for 1h followed by aging at 1300*C for 72h,hardness,EXP,None,773,5071712351.865637,None,None,F11,10.1016/j.intermet.2014.07.021
102,Ir80W10Al10,FCC+L12,AAM+H+AT,homogenized at 1900*C for 1h followed by aging at 1300*C for 72h,hardness,EXP,None,873,5139503413.252112,None,None,F11,10.1016/j.intermet.2014.07.021
103,Ir80W10Al10,FCC+L12,AAM+H+AT,homogenized at 1900*C for 1h followed by aging at 1300*C for 72h,hardness,EXP,None,973,4915122029.516203,None,None,F11,10.1016/j.intermet.2014.07.021
104,Ir80W10Al10,FCC+L12,AAM+H+AT,homogenized at 1900*C for 1h followed by aging at 1300*C for 72h,hardness,EXP,None,1073,4541845724.978115,None,None,F11,10.1016/j.intermet.2014.07.021
105,Ir80W10Al10,FCC+L12,AAM+H+AT,homogenized at 1900*C for 1h followed by aging at 1300*C for 72h,hardness,EXP,None,1173,4644000947.280258,None,None,F11,10.1016/j.intermet.2014.07.021
106,Ir80W10Al10,FCC+L12,AAM+H+AT,homogenized at 1900*C for 1h followed by aging at 1300*C for 72h,hardness,EXP,None,1273,4310792526.759753,None,None,F11,10.1016/j.intermet.2014.07.021
107,Ir77W10.5Al12.5,FCC+L12,AAM+H+AT,homogenized at 1900*C for 1h followed by aging at 1300*C for 72h,hardness,EXP,None,298,7287426874.440408,None,None,F11,10.1016/j.intermet.2014.07.021
108,Ir77W10.5Al12.5,FCC+L12,AAM+H+AT,homogenized at 1900*C for 1h followed by aging at 1300*C for 72h,hardness,EXP,None,473,6243195415.128312,None,None,F11,10.1016/j.intermet.2014.07.021
109,Ir77W10.5Al12.5,FCC+L12,AAM+H+AT,homogenized at 1900*C for 1h followed by aging at 1300*C for 72h,hardness,EXP,None,673,5828827639.50786,None,None,F11,10.1016/j.intermet.2014.07.021
110,Ir77W10.5Al12.5,FCC+L12,AAM+H+AT,homogenized at 1900*C for 1h followed by aging at 1300*C for 72h,hardness,EXP,None,873,5351453763.7193985,None,None,F11,10.1016/j.intermet.2014.07.021
111,Ir77W10.5Al12.5,FCC+L12,AAM+H+AT,homogenized at 1900*C for 1h followed by aging at 1300*C for 72h,hardness,EXP,None,1073,5091770958.622973,None,None,F11,10.1016/j.intermet.2014.07.021
112,Ir77W10.5Al12.5,FCC+L12,AAM+H+AT,homogenized at 1900*C for 1h followed by aging at 1300*C for 72h,hardness,EXP,None,1273,4648773576.124457,None,None,F11,10.1016/j.intermet.2014.07.021
113,Ti20Zr20Hf20Nb20V20,BCC+?,A,Aneeling at 298,hardness,EXP,None,298,3800000000.0,None,None,T3,10.1016/j.ijrmhm.2014.07.009
114,Ti20Zr20Hf20Nb20V20,BCC,A,Aneeling at 573,hardness,EXP,None,298,3850000000.0,None,None,T3,10.1016/j.ijrmhm.2014.07.009
115,Ti20Zr20Hf20Nb20V20,BCC,A,Aneeling at 773,hardness,EXP,None,298,3820000000.0,None,None,T3,10.1016/j.ijrmhm.2014.07.009
116,Ti20Zr20Hf20Nb20V20,BCC,A,Aneeling at 973,hardness,EXP,None,298,3860000000.0,None,None,T3,10.1016/j.ijrmhm.2014.07.009
117,Ti20Zr20Hf20Nb20V20,BCC+V2Hf,A,Aneeling at 1173,hardness,EXP,None,298,3810000000.0,None,None,T3,10.1016/j.ijrmhm.2014.07.009
118,Ti20Zr20Hf20Nb20Cr20,BCC+Hf2Cr+Nb2Cr,A,Aneeling at 298,hardness,EXP,None,298,4550000000.0,None,None,T3,10.1016/j.ijrmhm.2014.07.009
119,Ti20Zr20Hf20Nb20Cr20,BCC+Hf2Cr+Nb2Cr,A,Aneeling at 573,hardness,EXP,None,298,4570000000.0,None,None,T3,10.1016/j.ijrmhm.2014.07.009
120,Ti20Zr20Hf20Nb20Cr20,BCC+Hf2Cr+Nb2Cr,A,Aneeling at 773,hardness,EXP,None,298,4700000000.0,None,None,T3,10.1016/j.ijrmhm.2014.07.009
121,Ti20Zr20Hf20Nb20Cr20,BCC+Hf2Cr+Nb2Cr,A,Aneeling at 973,hardness,EXP,None,298,4800000000.0,None,None,T3,10.1016/j.ijrmhm.2014.07.009
122,Ti20Zr20Hf20Nb20Cr20,BCC+Hf2Cr+Nb2Cr,A,Aneeling at 1173,hardness,EXP,None,298,4500000000.0,None,None,T3,10.1016/j.ijrmhm.2014.07.009
123,Ti20Zr20Hf20Nb20Ta20,BCC,A,Aneeling at 296,hardness,EXP,None,298,3830000000.0,None,None,T3,10.1016/j.ijrmhm.2014.07.009
124,W20Nb20Mo20Ta20 ,BCC,A,Aneeling at 296,hardness,EXP,None,298,4460000000.0,None,None,T3,10.1016/j.ijrmhm.2014.07.009
125,W20Nb20Mo20Ta20V20,BCC,A,Aneeling at 296,hardness,EXP,None,298,5250000000.0,None,None,T3,10.1016/j.ijrmhm.2014.07.009
126,AlMo0.5NbTa0.5TiZr,BCC+BCC,VAM,None,hardness,EXP,None,298,5800000000.0,None,None,T2,10.1007/s11837-014-1066-0
127,AlNb1.5Ta0.5Ti1.5Zr0.5,BCC,VAM,None,hardness,EXP,None,298,4000000000.0,None,None,T2,10.1007/s11837-014-1066-0
128,Al0.4Hf0.6NbTaTiZr,BCC,VAM,None,hardness,EXP,None,298,4900000000.0,None,None,T2,10.1007/s11837-014-1066-0
129,Al0.3NbTaTi1.4Zr1.3,BCC+BCC,VAM,None,hardness,EXP,None,298,4800000000.0,None,None,T2,10.1007/s11837-014-1066-0
130,Al0.3NbTa0.8Ti1.4V0.2Zr1.3,BCC,VAM,None,hardness,EXP,None,298,4900000000.0,None,None,T2,10.1007/s11837-014-1066-0
131,Al0.5NbTa0.8Ti1.5V0.2Zr,BCC+BCC,VAM,None,hardness,EXP,None,298,5200000000.0,None,None,T2,10.1007/s11837-014-1066-0
132,ZrNbMoHfV,BCC+laves,None,None,hardness,EXP,None,298,5285973000.0,None,None,P769,10.1179/1432891714Z.000000000785
133,W84Cr7Fe9,BCC+mu,BM,None,hardness,EXP,None,298,13500000000.0,None,None,P1,10.1007/s11661-014-2286-1
134,Ti70Si7.5B22.5,BCC+Ti6Si2B+TiB+Ti5Si3,HP,None,hardness,EXP,None,298,8155010850.0,None,None,T2,10.1590/S1516-14392014005000076
135,CrMo0.5NbTa0.5TiZr,BCC+BCC+laves,None,None,hardness,EXP,None,298,5300000000.0,None,None,T3,10.1016/j.actamat.2014.01.029
136,HfNbTaTiZr,BCC,None,None,hardness,EXP,None,298,3800000000.0,None,None,T3,10.1016/j.actamat.2014.01.029
137,Ti45 Ni45 Ti5 C5,TiC+TiNi,None,None,hardness,EXP,None,298,5800000000.0,None,None,T4,10.3103/S106782121401012X
138,Ti40 Ni40 Ti10 C10,TiC+TiNi,None,None,hardness,EXP,None,298,7500000000.0,None,None,T4,10.3103/S106782121401012X
139,Ti35 Ni35 Ti15 C15,TiC+TiNi+Ni3Ti,None,None,hardness,EXP,None,298,10200000000.0,None,None,T4,10.3103/S106782121401012X
140,Ti30 Ni30 Ti20 C20,TiC+TiNi+Ni3Ti,None,None,hardness,EXP,None,298,11700000000.0,None,None,T4,10.3103/S106782121401012X
141,NbTiVZr,BCC,None,None,hardness,EXP,None,298,3290000000.0,None,None,T1,10.1016/j.actamat.2012.11.032
142,NbTiV2Zr,BCC+BCC+BCC,None,None,hardness,EXP,None,298,2990000000.0,None,None,T1,10.1016/j.actamat.2012.11.032
143,CrNbTiZr,BCC+laves,None,None,hardness,EXP,None,298,4099999999.9999995,None,None,T1,10.1016/j.actamat.2012.11.032
144,CrNbTiVZr,BCC+laves,None,None,hardness,EXP,None,298,4720000000.0,None,None,T1,10.1016/j.actamat.2012.11.032
