Name:,Marcia Ahn
Email:,mfa5876@psu.edu
Direct Fetched:,T
Hand Fetched:,T
Comment:,Collected by Marcia; small fixes by Adam; elemental data moved to another sheet

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
50,Cr0.3 NbMoTi Zr0.3,BCC+laves,VAM,None,hardness,EXP ,None,298.0,4913307000,304017000.0,Pa,T1,10.1016/j.ijrmhm.2018.05.014 
51,Cr0.3 NbMoTi V0.6 Zr0.3,BCC+laves,VAM,None,hardness,EXP ,None,298.0,5080026000,147105000.0,Pa,T1,10.1016/j.ijrmhm.2018.05.014 
52,Al0.6 Cr0.3 NbMoTi V0.6 Zr0.3,BCC+laves+HCP,VAM,None,hardness,EXP ,None,298.0,6001884000,127491000.0,Pa,T1,10.1016/j.ijrmhm.2018.05.014 
53,CrMoNbTiVWZr,BCC+laves+HCP,VAM+A,annealed for 3h at 1623K,hardness,EXP ,None,298.0,6639339000,176526000.0,Pa,T1,10.1016/j.ijrmhm.2018.05.014 
54,Cr0.3 NbMoTi Zr0.3,BCC+HCP,VAM+A,annealed for 3h at 1623K,hardness,EXP ,None,298.0,5207517000,254982000.0,Pa,T1,10.1016/j.ijrmhm.2018.05.014 
55,Cr0.3 NbMoTi V0.6 Zr0.3,BCC+HCP+laves,VAM+A,annealed for 3h at 1623K,hardness,EXP ,None,298.0,4942728000,284403000.0,Pa,T1,10.1016/j.ijrmhm.2018.05.014 
56,Al0.6 Cr0.3 NbMoTi V0.6 Zr0.3,BCC+laves,VAM+A,annealed for 3h at 1623K,hardness,EXP ,None,298.0,5756709000,304017000.0,Pa,T1,10.1016/j.ijrmhm.2018.05.014 
57,Al25 Nb25 Ta25 Ti25 ,BCC,AC,None,hardness,EXP ,None,None,4491606000,None,Pa,T3,10.1016/j.matdes.2018.06.003 
58,Mo25 Nb25 Ta25 Ti25,BCC,AC,None,hardness,EXP ,None,None,4226817000,None,Pa,T3,10.1016/j.matdes.2018.06.003 
59,Nb25 Ta25 Ti25 W25,BCC,AC,None,hardness,EXP ,None,None,4393536000,None,Pa,T3,10.1016/j.matdes.2018.06.003 
60,Hf25 Nb25 Ta25 Ti25 ,BCC,AC,None,hardness,EXP ,None,None,2647890000,None,Pa,T3,10.1016/j.matdes.2018.06.003 
61,Cr25 Nb25 Ta25 Ti25 ,BCC,AC,None,hardness,EXP ,None,None,4854465000,None,Pa,T3,10.1016/j.matdes.2018.06.003 
62,Cr25 Mo25 Nb25 Ti25 ,BCC,AC,None,hardness,EXP ,None,None,5285973000,None,Pa,T3,10.1016/j.matdes.2018.06.003 
63,Cr25 Mo25 Ta25 Ti25 ,BCC,AC,None,hardness,EXP ,None,None,6178410000,None,Pa,T3,10.1016/j.matdes.2018.06.003 
64,Al25 Mo25 Nb25 Ti25 ,BCC,AC,None,hardness,EXP ,None,None,4991763000,None,Pa,T3,10.1016/j.matdes.2018.06.003 
71,W,BCC,S,sintered at 2100*C under 35 MPa for 25–30min; high temperature tensile data present but not extracted here,hardness,EXP ,None,298.0,4020870000,None,Pa,F7,10.1016/j.msea.2016.06.006 
72,W91.1 Ta8.9,BCC,S,sintered at 2100*C under 35 MPa for 25–30min; high temperature tensile data present but not extracted here,hardness,EXP ,None,298.0,3756081000,None,Pa,F7,10.1016/j.msea.2016.06.006 
73,W95.4 Ti2.3 C2.3,BCC,S,sintered at 2100*C under 35 MPa for 25–30min; high temperature tensile data present but not extracted here,hardness,EXP ,None,298.0,5197710000,None,Pa,F7,10.1016/j.msea.2016.06.006 
74,W92.2 Ti3.9 C3.9,BCC,S,sintered at 2100*C under 35 MPa for 25–30min; high temperature tensile data present but not extracted here,hardness,EXP ,None,298.0,5972463000,None,Pa,F7,10.1016/j.msea.2016.06.006 
75,Nb,BCC,None,None,hardness,EXP ,None,298.0,12945240000,None,Pa,T2,10.1016/j.msea.2016.07.102 
76,Ta,BCC,None,None,hardness,EXP ,None,298.0,8561511000,None,Pa,T2,10.1016/j.msea.2016.07.102 
77,Ti,BCC,None,None,hardness,EXP ,None,298.0,9512790000,None,Pa,T2,10.1016/j.msea.2016.07.102 
78,V,BCC,None,None,hardness,EXP ,None,298.0,6158796000,None,Pa,T2,10.1016/j.msea.2016.07.102 
79,W,BCC,None,None,hardness,EXP ,None,298.0,33638010000,None,Pa,T2,10.1016/j.msea.2016.07.102 
80,Nb Ta Ti V,BCC,VAM,None,hardness,EXP ,None,298.0,30529191000,451122000.0,Pa,T2,10.1016/j.msea.2016.07.102 
81,Nb Ta V W,BCC,VAM,None,hardness,EXP ,None,298.0,47367810000,284403000.0,Pa,T2,10.1016/j.msea.2016.07.102 
82,Nb Ta Ti V W,BCC,VAM,None,hardness,EXP ,None,298.0,42954660000,333438000.0,Pa,T2,10.1016/j.msea.2016.07.102 
83,Ta,BCC,SPS,SPS at 2000*C for 25 min at 35 Mpa,hardness,EXP ,None,298.0,1010121000,None,Pa,F6,10.1016/j.msea.2016.09.067 
84,Ta88.8 W11.2,None,SPS,SPS at 2000*C for 25 min at 35 Mpa,hardness,EXP ,None,298.0,2000628000,None,Pa,F6,10.1016/j.msea.2016.09.067 
85,Ta87.4 W11.2 (TiC)0.7,None,SPS,SPS at 2000*C for 25 min at 35 Mpa,hardness,EXP ,None,298.0,2392908000,None,Pa,F6,10.1016/j.msea.2016.09.067 
86,Mo98.74 Ti0.996 Zr0.104 C0.159,BCC,SPS,1723K SPS for 300s at 40MPa,hardness,EXP ,None,298.0,1910000000,None,Pa,T2,10.1016/j.jallcom.2016.06.161
87,Mo98.74 Ti0.996 Zr0.104 C0.159,BCC,SPS,1773K SPS for 300s at 40MPa,hardness,EXP ,None,298.0,1890000000,None,Pa,T2,10.1016/j.jallcom.2016.06.161
88,Mo98.74 Ti0.996 Zr0.104 C0.159,BCC,SPS,1798K SPS for 300s at 40MPa,hardness,EXP ,None,298.0,1840000000,None,Pa,T2,10.1016/j.jallcom.2016.06.161
89,Mo98.74 Ti0.996 Zr0.104 C0.159,BCC,SPS,1823K SPS for 300s at 40MPa,hardness,EXP ,None,298.0,1820000000,None,Pa,T2,10.1016/j.jallcom.2016.06.161
90,Mo98.74 Ti0.996 Zr0.104 C0.159,BCC,SPS,1848K SPS for 300s at 40MPa,hardness,EXP ,None,298.0,1850000000,None,Pa,T2,10.1016/j.jallcom.2016.06.161
91,Mo98.74 Ti0.996 Zr0.104 C0.159,BCC,SPS,1848K SPS for 150s at 40MPa,hardness,EXP ,None,298.0,1810000000,None,Pa,T2,10.1016/j.jallcom.2016.06.161
92,Mo98.74 Ti0.996 Zr0.104 C0.159,BCC,SPS,1723K SPS for 150s at 40MPa,hardness,EXP ,None,298.0,1750000000,None,Pa,T2,10.1016/j.jallcom.2016.06.161
93,Mo98.74 Ti0.996 Zr0.104 C0.159,BCC,SPS,1723K SPS for 150s at 60MPa,hardness,EXP ,None,298.0,1920000000,None,Pa,T2,10.1016/j.jallcom.2016.06.161
94,Mo98.74 Ti0.996 Zr0.104 C0.159,BCC,SPS,1723K SPS for 150s at 70MPa,hardness,EXP ,None,298.0,1950000000,None,Pa,T2,10.1016/j.jallcom.2016.06.161
95,Mo98.74 Ti0.996 Zr0.104 C0.159,BCC,SPS,1723K SPS for 150s at 80MPa,hardness,EXP ,None,298.0,2040000000,None,Pa,T2,10.1016/j.jallcom.2016.06.161
96,Mo98.74 Ti0.996 Zr0.104 C0.159,BCC,SPS,1973K SPS for 150s at 80MPa,hardness,EXP ,None,298.0,1980000000,None,Pa,T2,10.1016/j.jallcom.2016.06.161
97,Hf25 Nb25 Mo12.5 Ti25 V12.5 ,BCC,None,None,hardness,EXP ,None,None,3922800000,None,Pa,F3,10.1016/j.jallcom.2016.10.014 
98,Hf23.3 Nb23.3 Mo11.6 Ti23.3 V11.6 Si6.9,BCC,None,None,hardness,EXP ,None,None,4805430000,None,Pa,F3,10.1016/j.jallcom.2016.10.014 
99,Hf22.2 Nb22.2 Mo11.1 Ti22.2 V11.1 Si11.2,BCC,None,None,hardness,EXP ,None,None,5639025000,None,Pa,F3,10.1016/j.jallcom.2016.10.014 
100,Hf21.3 Nb21.3 Mo10.6 Ti21.3 V10.6 Si14.9,BCC,None,None,hardness,EXP ,None,None,5884200000,None,Pa,F3,10.1016/j.jallcom.2016.10.014 
101,Mo20 Nb20 Ta20 Ti20 V20,BCC,AC,None,hardness,EXP ,None,None,4344501000,None,Pa,T2,10.1016/j.jallcom.2016.11.188 
102,Mo25 Nb25 Ta25 V25,BCC,AC,None,hardness,EXP ,None,None,4942728000,None,Pa,T2,10.1016/j.jallcom.2016.11.188 
103,Nb25 Ta25 Ti25 V25,BCC,AC,None,hardness,EXP ,None,None,2922486000,None,Pa,T2,10.1016/j.jallcom.2016.11.188 
104,Nb25 Ta25 V25 W25,BCC,AC,None,hardness,EXP ,None,None,4834851000,None,Pa,T2,10.1016/j.jallcom.2016.11.188 
105,Nb20 Ta20 Ti20 V20 W20,BCC,AC,None,hardness,EXP ,None,None,4383729000,None,Pa,T2,10.1016/j.jallcom.2016.11.188 
106,Mo25 Nb25 Ta25 W25,BCC,AC,None,hardness,EXP ,None,None,4452378000,None,Pa,T2,10.1016/j.jallcom.2016.11.188 
107,Mo20 Nb20 Ta20 V20 W20 ,BCC,AC,None,hardness,EXP ,None,None,5246745000,None,Pa,T2,10.1016/j.jallcom.2016.11.188 
108,Cr16.66 Mo16.66 Nb16.66 Ta16.66 V16.66 W16.66,BCC,AC,None,hardness,EXP ,None,None,6913935000,None,Pa,T2,10.1016/j.jallcom.2016.11.188 
109,Hf20 Mo20 Ta20 Ti20 Zr20,BCC,AC,None,hardness,EXP ,None,None,5315394000,None,Pa,T2,10.1016/j.jallcom.2016.11.188 
110,Hf16.66 Mo16.66 Nb16.66 Ta16.66 Ti16.66 Zr16.66 ,BCC,AC,None,hardness,EXP ,None,None,4952535000,None,Pa,T2,10.1016/j.jallcom.2016.11.188 
111,Hf16.66 Nb16.66 Ta16.66 Ti16.66 V16.66 Zr16.66,BCC,AC,None,hardness,EXP ,None,None,5472306000,None,Pa,T2,10.1016/j.jallcom.2016.11.188 
112,Hf20 Nb20 Ta20 Ti20 Zr20,BCC,AC,None,hardness,EXP ,None,None,3824730000,None,Pa,T2,10.1016/j.jallcom.2016.11.188 
117,Nb25 Ta25 Ti25 V25,BCC,AC,None,hardness,EXP ,None,None,2922486000,None,Pa,F6,10.1016/j.jallcom.2018.10.230 
118,Nb25 Ta25 Ti25 V25,BCC,SPS,SPS for 30min at 30MPa at 1773K,hardness,EXP ,None,298.0,4196415300,None,Pa,F6,10.1016/j.jallcom.2018.10.230 
119,Nb25 Ta25 Ti25 V25,BCC,SPS,SPS for 30min at 30MPa at 1873K,hardness,EXP ,None,298.0,4357250100,None,Pa,F6,10.1016/j.jallcom.2018.10.230 
120,Nb25 Ta25 Ti25 V25,BCC,SPS,SPS for 30min at 30MPa at 1973K,hardness,EXP ,None,298.0,5010396300,None,Pa,F6,10.1016/j.jallcom.2018.10.230 
121,NbTiZr,BCC,HIP + A,HIP'd at 1673K for 2h under 276MPa; annealed at 1673K,hardness,EXP ,None,298.0,3334380000,29421000.0,Pa,T8,10.1016/j.jallcom.2018.12.325 
122,Ta10Nb30Ti30Zr30,BCC,HIP + A,HIP'd at 1673K for 2h under 276MPa; annealed at 1673K,hardness,EXP ,None,298.0,3501099000,29421000.0,Pa,T8,10.1016/j.jallcom.2018.12.325 
123,Cr10Nb30Ti30Zr30,BCC+C14,HIP + A,HIP'd at 1673K for 2h under 276MPa; annealed at 1673K,hardness,EXP ,None,298.0,4481799000,127491000.0,Pa,T8,10.1016/j.jallcom.2018.12.325 
124,Re10Nb30Ti30Zr30,BCC+C14+C15,HIP + A,HIP'd at 1673K for 2h under 276MPa; annealed at 1673K,hardness,EXP ,None,298.0,4060098000,78456000.0,Pa,T8,10.1016/j.jallcom.2018.12.325 
125,Co Cr Fe Ni,FCC,AAM,None,hardness,EXP ,None,298.0,1569000000,39228000.0,Pa,T4,10.1016/j.jallcom.2013.12.210
126,Co Cr Fe Ni Mn,FCC,AAM,None,hardness,EXP ,None,298.0,1667000000,39228000.0,Pa,T4,10.1016/j.jallcom.2013.12.210
127,Co Cr Fe Ni V,FCC+sigma,AAM,None,hardness,EXP ,None,298.0,5139000000,147105000.0,Pa,T4,10.1016/j.jallcom.2013.12.210
128,Co Cr Fe Ni Mn V,FCC+sigma,AAM,None,hardness,EXP ,None,298.0,6375000000,264789000.0,Pa,T4,10.1016/j.jallcom.2013.12.210
129,Co Cr Fe Ni,FCC,AAM+H,homogenized at 100*C for 24h,hardness,EXP ,None,298.0,1314000000,39228000.0,Pa,T4,10.1016/j.jallcom.2013.12.210
130,Co Cr Fe Ni Mn,FCC,AAM+H,homogenized at 100*C for 24h,hardness,EXP ,None,298.0,1324000000,19614000.0,Pa,T4,10.1016/j.jallcom.2013.12.210
131,Co Cr Fe Ni V,FCC+sigma,AAM+H,homogenized at 100*C for 24h,hardness,EXP ,None,298.0,5757000000,166719000.0,Pa,T4,10.1016/j.jallcom.2013.12.210
132,Co Cr Fe Ni Mn V,FCC+sigma,AAM+H,homogenized at 100*C for 24h,hardness,EXP ,None,298.0,6237000000,225561000.0,Pa,T4,10.1016/j.jallcom.2013.12.210
133,Mo47 Ni40 Si13 ,None,None,None,hardness,EXP ,None,None,9218580000,None,Pa,None,10.3390/ma9120986 
135,Ti72.68 Nb23.83 Ta3.49,BCC,S,1523K sintering temperature,hardness,EXP ,None,298.0,3344187000,None,Pa,T3,10.3390/met9010076
136,Ti70.89 Nb23.90 Ta3.51 Fe1.70,BCC,S,1523K sintering temperature,hardness,EXP ,None,298.0,3314766000,None,Pa,T3,10.3390/met9010076
137,Ti69.10 Nb23.96 Ta3.52 Fe3.42,BCC,S,1523K sintering temperature,hardness,EXP ,None,298.0,3334380000,None,Pa,T3,10.3390/met9010076
138,Ti67.30 Nb24.03 Ta3.53 Fe5.14,BCC,S,1523K sintering temperature,hardness,EXP ,None,298.0,3383415000,None,Pa,T3,10.3390/met9010076
139,Ti72.68 Nb23.83 Ta3.49,BCC,S,1573K sintering temperature,hardness,EXP ,None,298.0,3275538000,None,Pa,T3,10.3390/met9010076
140,Ti70.89 Nb23.90 Ta3.51 Fe1.70,BCC,S,1573K sintering temperature,hardness,EXP ,None,298.0,3334380000,None,Pa,T3,10.3390/met9010076
141,Ti69.10 Nb23.96 Ta3.52 Fe3.42,BCC,S,1573K sintering temperature,hardness,EXP ,None,298.0,3334380000,None,Pa,T3,10.3390/met9010076
142,Ti67.30 Nb24.03 Ta3.53 Fe5.14,BCC,S,1573K sintering temperature,hardness,EXP ,None,298.0,3246117000,None,Pa,T3,10.3390/met9010076
143,Al10 (Mo Nb Ti V)22.5,BCC,VAM,None,hardness,EXP ,None,298.0,4501413000,None,Pa,F4,10.4028/www.scientific.net/MSF.941.1111
144,Al10 (Mo Nb Ti V)22.5,BCC,VAM+H+OQ,HT1 was homogenized at 1673K for 24h under vacuum and oil quenched,hardness,EXP ,None,298.0,4776009000,None,Pa,F4,10.4028/www.scientific.net/MSF.941.1111
145,Al10 (Mo Nb Ti V)22.5,BCC,VAM+H+OQ+A+OQ,HT2 was homogenized at 1673K for 24h under vacuum and oil quenched; second annealing at 1273K for 24h under vacuum and oil quenched,hardness,EXP ,None,298.0,4471992000,None,Pa,F4,10.4028/www.scientific.net/MSF.941.1111
146,Al10 (Mo Nb Ti V)22.5,BCC,VAM+H+OQ+A+OQ,HT3 was homogenized at 1673K for 24h under vacuum and oil quenched; second annealing at 1073K for 24h under vacuum and oil quenched,hardness,EXP ,None,298.0,5060412000,None,Pa,F4,10.4028/www.scientific.net/MSF.941.1111
147,Al Mo Nb Ti V,BCC,VAM,None,hardness,EXP ,None,298.0,4364115000,None,Pa,F4,10.4028/www.scientific.net/MSF.941.1111
148,Al Mo Nb Ti V,BCC,VAM+H+OQ,HT1 was homogenized at 1673K for 24h under vacuum and oil quenched,hardness,EXP ,None,298.0,4501413000,None,Pa,F4,10.4028/www.scientific.net/MSF.941.1111
149,Al Mo Nb Ti V,BCC,VAM+H+OQ+A+OQ,HT2 was homogenized at 1673K for 24h under vacuum and oil quenched; second annealing at 1273K for 24h under vacuum and oil quenched,hardness,EXP ,None,298.0,4501413000,None,Pa,F4,10.4028/www.scientific.net/MSF.941.1111
150,Al Mo Nb Ti V,BCC,VAM+H+OQ+A+OQ,HT3 was homogenized at 1673K for 24h under vacuum and oil quenched; second annealing at 1073K for 24h under vacuum and oil quenched,hardness,EXP ,None,298.0,5119254000,None,Pa,F4,10.4028/www.scientific.net/MSF.941.1111
151,Nb25 Mo25 Co25 Cr25,BCC,None,None,hardness,EXP ,None,None,9414720000,None,Pa,F4,10.1007/s11665-017-2799-z 
152,Nb23.81 Mo23.81 Co23.81 Cr23.81 Ti4.76,BCC,None,None,hardness,EXP ,None,None,9022440000,None,Pa,F4,10.1007/s11665-017-2799-z 
153,Nb22.73 Mo22.73 Co22.73 Cr22.73 Ti9.08,BCC,None,None,hardness,EXP ,None,None,8139810000,None,Pa,F4,10.1007/s11665-017-2799-z 
154,Nb22.22 Mo22.22 Co22.22 Cr22.22 Ti11.1,BCC,None,None,hardness,EXP ,None,None,8237880000,None,Pa,F4,10.1007/s11665-017-2799-z 
155,Nb20 Mo20 Co20 Cr20 Ti20,BCC,None,None,hardness,EXP ,None,None,8335950000,None,Pa,F4,10.1007/s11665-017-2799-z 
156,CoCrNbMoTi0.4,BCC+BCC,AAM,None,hardness,EXP ,500g vickers for 15s,298.0,8130003000,9807000.0,Pa,F7,10.1007/s11661-018-4472-z
157,CoCrNbMoTi0.4,BCC+BCC+laves,AAM+A,annealed for 20h in vacuum at 1073K,hardness,EXP ,500g vickers for 15s,298.0,9022440000,9807000.0,Pa,F7,10.1007/s11661-018-4472-z
158,CoCrNbMoTi0.4,BCC+BCC+laves,AAM+A,annealed for 20h in vacuum at 1273K,hardness,EXP ,500g vickers for 15s,298.0,9130317000,19614000.0,Pa,F7,10.1007/s11661-018-4472-z
159,CoCrNbMoTi0.4,BCC+BCC+laves,AAM+A,annealed for 20h in vacuum at 1473K; strong presence of laves phase,hardness,EXP ,500g vickers for 15s,298.0,9414720000,19614000.0,Pa,F7,10.1007/s11661-018-4472-z
