Name:,Marcia Ahn
Email:,mfa5876@psu.edu
Direct Fetched:,T
Hand Fetched:,T
Comment:,Data by Marcia; small fixes by Adam

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
96,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 124 MPa,1588.0,3.55e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
97,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 129 MPa,1588.0,3.92e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
98,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 134 MPa,1588.0,4.34e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
99,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 139 MPa,1588.0,4.67e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
100,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 145 MPa,1588.0,5.17e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
101,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 150 MPa,1588.0,5.61e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
102,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 155 MPa,1588.0,6.26e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
103,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 161 MPa,1588.0,6.87e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
104,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 167 MPa,1588.0,7.52e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
105,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 173 MPa,1588.0,8.25e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
106,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 179 MPa,1588.0,9.04e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
107,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 185 MPa,1588.0,9.64e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
108,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 400 MPa,1473.0,4e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
109,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 159 MPa,1473.0,4.3e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
110,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 164 MPa,1473.0,4.63e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
111,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 169 MPa,1473.0,4.98e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
112,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 175 MPa,1473.0,5.46e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
113,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 180 MPa,1473.0,5.87e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
114,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 186 MPa,1473.0,6.38e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
115,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 193 MPa,1473.0,6.93e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
116,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 200 MPa,1473.0,7.59e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
117,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 214 MPa,1473.0,8.96e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
118,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 224 MPa,1473.0,1.02e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
119,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 239 MPa,1473.0,1.18e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
120,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 253 MPa,1473.0,1.37e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
121,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 273 MPa,1473.0,1.64e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
122,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 285 MPa,1473.0,1.83e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
123,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 294 MPa,1473.0,1.97e-06,None,s-1,F12,10.1016/j.msea.2006.08.125
124,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 201 MPa,1366.0,4.11e-08,None,s-1,F12,10.1016/j.msea.2006.08.125
125,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 217 MPa,1366.0,5.03e-08,None,s-1,F12,10.1016/j.msea.2006.08.125
126,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 224 MPa,1366.0,5.46e-08,None,s-1,F12,10.1016/j.msea.2006.08.125
127,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 231 MPa,1366.0,5.93e-08,None,s-1,F12,10.1016/j.msea.2006.08.125
128,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 239 MPa,1366.0,6.5e-08,None,s-1,F12,10.1016/j.msea.2006.08.125
129,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 256 MPa,1366.0,7.81e-08,None,s-1,F12,10.1016/j.msea.2006.08.125
130,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 266 MPa,1366.0,8.56e-08,None,s-1,F12,10.1016/j.msea.2006.08.125
131,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 274 MPa,1366.0,9.21e-08,None,s-1,F12,10.1016/j.msea.2006.08.125
132,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 285 MPa,1366.0,1.01e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
133,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 294 MPa,1366.0,1.11e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
134,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 312 MPa,1366.0,1.29e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
135,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 321 MPa,1366.0,1.4e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
136,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 334 MPa,1366.0,1.54e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
137,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 347 MPa,1366.0,1.7e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
138,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 360 MPa,1366.0,1.88e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
139,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 395 MPa,1366.0,2.22e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
140,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 204 MPa,1366.0,2.39e-07,None,s-1,F12,10.1016/j.msea.2006.08.125
141,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 220 MPa,1323.0,1.12e-08,None,s-1,F12,10.1016/j.msea.2006.08.125
142,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 241 MPa,1323.0,1.33e-08,None,s-1,F12,10.1016/j.msea.2006.08.125
143,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 266 MPa,1323.0,1.59e-08,None,s-1,F12,10.1016/j.msea.2006.08.125
144,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 296 MPa,1323.0,1.93e-08,None,s-1,F12,10.1016/j.msea.2006.08.125
145,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 328 MPa,1323.0,2.45e-08,None,s-1,F12,10.1016/j.msea.2006.08.125
146,Mo80.7 Nb2.7 Si8.9 B7.7,BCC,A+HIP,None,creep rate,EXP,stress = 361 MPa,1323.0,2.99e-08,None,s-1,F12,10.1016/j.msea.2006.08.125
